100000
27.987232 84.749291 10
23.779114 81.045038 5
26.833315 96.127487 7
6.781574 51.738622 5
13.966537 71.323101 5
28.720556 74.549884 6
15.475148 75.847248 10
12.257279 83.519061 6
28.144765 74.314859 10
27.156284 85.765801 6
24.995202 55.536025 7
25.253840 98.449686 9
29.650909 97.808575 8
17.141031 73.351462 5
19.467100 98.836507 7
5.531202 95.171323 10
22.651146 89.168372 10
24.648727 79.101438 10
8.870653 75.373963 5
6.724859 99.871607 6
20.070901 86.866005 5
23.243503 74.304513 8
21.438805 90.347681 9
23.891171 70.871158 10
13.895008 78.588668 10
6.787537 88.662367 9
7.409335 93.337690 9
26.884944 63.068336 9
21.696609 83.315827 9
24.816525 74.850288 7
7.218532 95.147402 10
13.562067 79.632139 10
29.057464 71.738289 7
14.631649 96.910170 9
14.353415 64.568363 5
12.993377 97.039210 9
17.876259 96.041273 7
22.732627 50.816827 5
15.763685 85.458828 10
19.953815 78.540619 6
16.921721 95.102487 9
25.536424 77.699636 5
7.724071 54.601765 9
17.847494 90.615232 5
15.440887 61.180253 10
5.521594 63.692969 8
13.790385 78.762004 10
9.893937 77.125858 7
15.428974 90.191417 7
16.668898 80.750805 9
16.815451 50.260974 6
26.164199 79.863396 9
12.359532 59.756704 5
25.622773 99.742730 7
16.947656 89.225811 6
12.250246 64.488165 10
29.758485 99.075677 6
7.809701 50.448042 7
14.164267 75.506646 7
6.640142 80.949260 5
5.703151 75.830967 7
15.862327 85.353427 7
8.051109 60.682317 10
20.380644 52.419839 10
9.385786 53.863273 5
21.125988 73.655278 10
9.710715 82.503867 9
10.617647 59.896879 8
27.539759 76.850572 9
10.861879 94.772073 9
23.971119 74.222567 7
16.110365 62.792552 5
13.193338 61.961987 10
10.173590 66.317815 7
28.695766 76.962675 5
17.811949 79.709007 10
25.711332 57.648376 8
18.141800 76.506000 10
17.511092 54.386489 7
5.972484 63.925706 10
18.631125 62.449190 5
5.424503 51.853298 10
5.362640 88.355260 10
19.753273 68.937202 10
29.030410 61.471161 8
23.277600 77.463439 10
18.960875 92.309838 6
6.526612 59.743109 9
5.406056 82.207317 10
21.273868 74.904215 9
8.967728 50.866793 10
9.447758 88.817868 6
13.104631 88.434158 7
29.907389 89.831643 7
27.975838 82.825862 7
14.229950 71.669073 9
24.891921 96.376233 7
17.884486 87.573533 6
12.359721 65.548474 9
18.524298 81.398313 10
17.583547 86.744135 6
13.532004 83.493695 6
5.303964 70.439765 7
22.602678 55.293264 5
19.191548 51.733359 5
8.477099 78.756654 10
24.623494 74.777540 7
23.430775 86.904344 10
17.953449 50.552208 5
19.331828 58.098247 7
18.077892 57.850212 10
16.743994 91.822665 8
27.872318 86.747936 7
16.931607 92.154942 9
14.327036 96.948883 9
21.282218 51.029963 6
26.519271 56.460988 10
12.267321 81.355665 9
25.758776 72.530545 7
8.560903 89.861304 8
13.385114 98.215125 5
26.651219 52.325794 8
17.617376 85.472562 7
16.733559 54.027610 8
23.052437 90.992828 9
13.465707 64.923197 9
12.690552 63.118160 5
28.662854 90.796911 9
19.695984 55.087310 8
29.751994 53.066906 5
10.074976 78.566340 5
27.467725 74.569024 6
20.038838 50.598387 8
24.911266 77.053053 5
17.166820 55.124789 9
9.973961 56.376018 9
11.205104 80.401592 10
26.297784 73.717786 7
29.437891 73.123187 10
25.901852 76.426094 8
7.949796 81.129262 9
7.969268 62.153612 9
15.406964 51.656363 6
26.072254 53.746642 8
16.570852 93.074089 6
15.024232 70.437517 6
23.934089 76.021676 7
13.577462 61.799731 6
25.688597 54.845465 5
15.930032 53.799729 5
10.121099 94.056490 5
23.234972 86.414011 10
16.089419 52.374505 9
19.809502 69.818780 5
16.762476 55.556572 9
26.179607 84.799636 6
11.755265 50.087261 10
12.754432 87.792596 8
19.368213 69.428327 7
23.808796 51.037949 6
17.921090 82.769422 9
19.434574 59.352451 7
20.910793 63.655980 5
29.802050 50.746248 9
10.134912 52.465190 10
14.921911 80.102111 9
25.660772 64.593041 8
10.691711 78.158223 9
14.068279 67.494830 5
16.427843 58.655853 9
15.818027 90.430234 6
8.202213 59.340508 6
20.228407 56.758025 7
28.693577 53.081304 5
28.726670 54.369248 5
29.007414 54.438331 6
14.108670 79.548656 7
8.045407 82.188333 5
16.101680 52.011740 7
26.398913 89.229754 9
14.593968 95.444808 7
20.777267 89.568823 5
13.306135 60.306890 9
11.230871 55.725230 5
9.327273 91.850136 8
12.860119 77.663990 10
26.726713 52.808339 7
6.234705 82.518227 6
26.530274 94.244016 5
24.568022 73.385903 5
10.920094 73.826636 8
24.925468 64.538196 7
11.947583 93.994084 5
27.447883 52.528010 9
9.362805 88.389232 7
25.221569 52.508107 10
14.990332 84.648844 10
10.446613 57.354887 5
12.221610 51.986176 8
10.074368 72.228784 7
11.225085 68.498011 9
14.464979 78.707973 10
13.825995 93.349996 6
20.048242 68.602921 6
7.938365 92.931391 9
8.294021 59.078270 5
20.143419 76.392526 7
7.738166 85.967789 6
19.431898 80.415948 7
9.155957 61.998097 6
19.001467 76.479430 9
17.797621 93.014225 8
6.119774 74.563646 7
15.074209 84.459050 8
13.048133 79.391817 5
11.711053 87.347262 8
27.158659 83.287688 9
22.425621 59.459746 10
15.214924 74.350731 9
12.464374 72.469802 8
5.174141 79.959040 6
20.417351 70.508797 9
17.847629 64.428514 9
16.646772 59.932395 10
20.828907 79.250651 6
19.339794 97.813265 6
21.555847 66.356408 8
23.054448 57.873767 8
27.503528 81.152876 5
21.681382 98.137325 9
26.772979 58.391735 6
17.443621 84.918888 8
13.632557 96.008062 9
19.742840 53.978432 10
25.786483 66.814198 6
28.321437 96.150371 7
15.077387 97.611757 5
15.811734 97.855852 9
16.509640 65.405663 9
9.542380 76.230664 8
5.201738 62.466294 6
24.571772 74.029800 7
11.127226 62.014912 6
28.861229 58.880894 10
11.243177 99.591013 9
16.100581 69.471111 5
16.609239 87.260169 8
28.659716 62.877656 5
26.383472 93.749697 6
26.753792 91.408358 10
28.871939 77.748893 6
12.942839 57.066451 5
11.355921 97.215021 6
8.398398 81.648288 8
15.832679 65.333537 9
14.658089 87.152367 6
17.568676 56.050792 10
14.027261 94.479364 10
14.378037 56.186918 8
7.545398 88.784824 10
14.318799 92.976613 9
